"","td","code","target"
"58629","T194","A628",1
"58630","T194","A631",2
"58631","T194","A632",1
"58632","T194","A634",2
"58633","T194","A635",4
"58634","T194","A636",2
"58635","T194","A637",2
"58636","T194","A638",4
"58637","T194","A641",3
"58638","T194","A643",1
"58639","T194","A648",1
"58640","T194","A649",1
"58641","T194","A653",3
"58642","T194","A658",2
"58643","T194","A659",3
"58644","T194","A660",4
"58645","T194","A664",4
"58646","T194","A665",2
"58647","T194","A666",1
"58648","T194","A668",0
"58649","T194","A670",0
"58650","T194","A673",4
"58651","T194","A674",4
"58652","T194","A676",4
"58653","T194","A679",3
"58654","T194","A683",3
"58655","T194","A685",0
"58656","T194","A687",0
"58657","T194","A688",0
"58658","T194","A690",4
"58659","T194","A696",0
"58660","T194","A697",0
"58661","T194","A698",1
"58662","T194","A700",3
"58663","T194","A701",0
"58664","T194","A702",4
"58665","T194","A706",1
"58666","T194","A708",0
"58667","T194","A709",0
"58668","T194","A715",2
"58669","T194","A716",4
"58670","T194","A718",3
"58671","T194","A722",4
"58672","T194","A723",1
"58673","T194","A724",3
"58674","T194","A729",2
"58675","T194","A733",3
"58676","T194","A735",3
"58677","T194","A736",1
"58678","T194","A738",1
"58679","T194","A740",2
"58680","T194","A746",2
"58681","T194","A747",3
"58682","T194","A752",0
"58683","T194","A753",2
"58684","T194","A754",1
"58685","T194","A755",2
"58686","T194","A766",1
"58687","T194","A771",4
"58688","T194","A772",3
"58689","T194","A775",3
"58690","T194","A779",0
"58691","T194","A784",4
"58692","T194","A786",4
"58693","T194","A788",2
"58694","T194","A789",3
"58695","T194","A792",0
"58696","T194","A794",0
"58697","T194","A795",4
"58698","T194","A798",2
"58699","T194","A801",4
"58700","T195","A005",1
"58701","T195","A006",2
"58702","T195","A007",1
"58703","T195","A008",2
"58704","T195","A011",3
"58705","T195","A012",4
"58706","T195","A013",1
"58707","T195","A016",0
"58708","T195","A017",2
"58709","T195","A019",2
"58710","T195","A021",1
"58711","T195","A022",0
"58712","T195","A024",0
"58713","T195","A029",4
"58714","T195","A030",3
"58715","T195","A031",1
"58716","T195","A032",0
"58717","T195","A033",1
"58718","T195","A034",1
"58719","T195","A037",3
"58720","T195","A039",0
"58721","T195","A040",1
"58722","T195","A041",0
"58723","T195","A043",3
"58724","T195","A044",2
"58725","T195","A045",4
"58726","T195","A046",2
"58727","T195","A050",3
"58728","T195","A051",4
"58729","T195","A054",0
"58730","T195","A057",3
"58731","T195","A060",4
"58732","T195","A062",3
"58733","T195","A064",4
"58734","T195","A065",4
"58735","T195","A066",4
"58736","T195","A067",2
"58737","T195","A069",4
"58738","T195","A071",1
"58739","T195","A072",2
"58740","T195","A074",4
"58741","T195","A075",3
"58742","T195","A086",3
"58743","T195","A087",4
"58744","T195","A089",4
"58745","T195","A094",1
"58746","T195","A097",4
"58747","T195","A099",3
"58748","T195","A101",4
"58749","T195","A105",4
"58750","T195","A107",0
"58751","T195","A108",0
"58752","T195","A110",0
"58753","T195","A111",3
"58754","T195","A115",3
"58755","T195","A116",1
"58756","T195","A118",4
"58757","T195","A119",0
"58758","T195","A122",2
"58759","T195","A124",4
"58760","T195","A126",4
"58761","T195","A127",0
"58762","T195","A133",1
"58763","T195","A134",4
"58764","T195","A135",1
"58765","T195","A144",3
"58766","T195","A146",0
"58767","T195","A147",3
"58768","T195","A154",0
"58769","T195","A155",2
"58770","T195","A157",2
"58771","T195","A158",3
"58772","T195","A159",2
"58773","T195","A162",1
"58774","T195","A168",0
"58775","T195","A172",3
"58776","T195","A175",3
"58777","T195","A180",0
"58778","T195","A181",1
"58779","T195","A185",4
"58780","T195","A188",1
"58781","T195","A191",1
"58782","T195","A194",1
"58783","T195","A195",3
"58784","T195","A196",1
"58785","T195","A197",4
"58786","T195","A199",3
"58787","T195","A200",4
"58788","T195","A201",2
"58789","T195","A204",3
"58790","T195","A206",1
"58791","T195","A207",3
"58792","T195","A215",2
"58793","T195","A216",2
"58794","T195","A221",1
"58795","T195","A225",0
"58796","T195","A237",3
"58797","T195","A238",0
"58798","T195","A239",1
"58799","T195","A242",0
"58800","T195","A244",4
"58801","T195","A245",4
"58802","T195","A250",0
"58803","T195","A251",1
"58804","T195","A253",1
"58805","T195","A254",4
"58806","T195","A257",1
"58807","T195","A261",3
"58808","T195","A265",4
"58809","T195","A269",0
"58810","T195","A271",1
"58811","T195","A273",4
"58812","T195","A274",3
"58813","T195","A277",1
"58814","T195","A280",2
"58815","T195","A281",1
"58816","T195","A284",1
"58817","T195","A287",4
"58818","T195","A297",3
"58819","T195","A298",0
"58820","T195","A303",0
"58821","T195","A305",2
"58822","T195","A306",1
"58823","T195","A307",4
"58824","T195","A308",0
"58825","T195","A309",4
"58826","T195","A310",2
"58827","T195","A314",4
"58828","T195","A319",3
"58829","T195","A320",0
"58830","T195","A324",3
"58831","T195","A325",0
"58832","T195","A326",1
"58833","T195","A327",0
"58834","T195","A329",1
"58835","T195","A330",2
"58836","T195","A331",1
"58837","T195","A333",2
"58838","T195","A334",4
"58839","T195","A339",0
"58840","T195","A340",0
"58841","T195","A343",2
"58842","T195","A349",3
"58843","T195","A355",2
"58844","T195","A358",2
"58845","T195","A360",3
"58846","T195","A361",0
"58847","T195","A363",3
"58848","T195","A365",2
"58849","T195","A366",3
"58850","T195","A367",0
"58851","T195","A369",0
"58852","T195","A370",3
"58853","T195","A376",0
"58854","T195","A377",3
"58855","T195","A379",1
"58856","T195","A381",3
"58857","T195","A383",0
"58858","T195","A384",0
"58859","T195","A387",1
"58860","T195","A389",0
"58861","T195","A390",2
"58862","T195","A391",1
"58863","T195","A392",3
"58864","T195","A394",1
"58865","T195","A397",3
"58866","T195","A400",3
"58867","T195","A408",4
"58868","T195","A411",4
"58869","T195","A414",3
"58870","T195","A415",2
"58871","T195","A419",3
"58872","T195","A424",1
"58873","T195","A429",1
"58874","T195","A430",4
"58875","T195","A431",1
"58876","T195","A432",2
"58877","T195","A434",2
"58878","T195","A437",3
"58879","T195","A439",2
"58880","T195","A442",2
"58881","T195","A443",3
"58882","T195","A444",4
"58883","T195","A450",4
"58884","T195","A460",4
"58885","T195","A464",2
"58886","T195","A468",2
"58887","T195","A473",4
"58888","T195","A478",3
"58889","T195","A481",3
"58890","T195","A483",1
"58891","T195","A485",1
"58892","T195","A487",2
"58893","T195","A488",1
"58894","T195","A489",1
"58895","T195","A491",1
"58896","T195","A494",0
"58897","T195","A495",3
"58898","T195","A496",3
"58899","T195","A501",4
"58900","T195","A504",0
"58901","T195","A505",3
"58902","T195","A506",2
"58903","T195","A509",0
"58904","T195","A515",0
"58905","T195","A517",4
"58906","T195","A518",0
"58907","T195","A520",1
"58908","T195","A525",0
"58909","T195","A528",0
"58910","T195","A529",2
"58911","T195","A530",2
"58912","T195","A538",0
"58913","T195","A540",2
"58914","T195","A542",0
"58915","T195","A548",3
"58916","T195","A550",4
"58917","T195","A552",2
"58918","T195","A553",4
"58919","T195","A564",3
"58920","T195","A574",2
"58921","T195","A581",0
"58922","T195","A586",4
"58923","T195","A591",2
"58924","T195","A594",2
"58925","T195","A595",4
"58926","T195","A599",1
"58927","T195","A606",3
"58928","T195","A609",1
"58929","T195","A610",3
"58930","T195","A613",4
"58931","T195","A614",1
"58932","T195","A616",2
"58933","T195","A618",1
"58934","T195","A621",0
"58935","T195","A625",2
"58936","T195","A627",2
"58937","T195","A628",2
"58938","T195","A631",1
"58939","T195","A632",2
"58940","T195","A634",4
"58941","T195","A635",2
"58942","T195","A636",0
"58943","T195","A637",2
"58944","T195","A638",0
"58945","T195","A641",4
"58946","T195","A643",2
"58947","T195","A648",4
"58948","T195","A649",2
"58949","T195","A653",3
"58950","T195","A658",4
"58951","T195","A659",1
"58952","T195","A660",0
"58953","T195","A664",0
"58954","T195","A665",3
"58955","T195","A666",1
"58956","T195","A668",0
"58957","T195","A670",2
"58958","T195","A673",0
"58959","T195","A674",4
"58960","T195","A676",0
"58961","T195","A679",3
"58962","T195","A683",4
"58963","T195","A687",1
"58964","T195","A688",2
"58965","T195","A690",0
"58966","T195","A696",1
"58967","T195","A697",2
"58968","T195","A698",2
"58969","T195","A700",0
"58970","T195","A701",2
"58971","T195","A702",0
"58972","T195","A706",3
"58973","T195","A708",0
"58974","T195","A709",2
"58975","T195","A715",4
"58976","T195","A716",0
"58977","T195","A718",1
"58978","T195","A722",2
"58979","T195","A723",4
"58980","T195","A724",4
"58981","T195","A730",1
"58982","T195","A733",4
"58983","T195","A735",2
"58984","T195","A736",2
"58985","T195","A738",4
"58986","T195","A740",3
"58987","T195","A746",2
"58988","T195","A747",4
"58989","T195","A752",1
"58990","T195","A753",3
"58991","T195","A755",3
"58992","T195","A766",2
"58993","T195","A771",4
"58994","T195","A772",1
"58995","T195","A775",4
"58996","T195","A779",4
"58997","T195","A784",4
"58998","T195","A786",1
"58999","T195","A788",2
"59000","T195","A789",3
"59001","T195","A792",3
"59002","T195","A794",0
"59003","T195","A795",1
"59004","T195","A797",2
"59005","T195","A798",0
"59006","T195","A801",0
"59007","T196","A004",4
"59008","T196","A005",2
"59009","T196","A006",2
"59010","T196","A007",3
"59011","T196","A008",1
"59012","T196","A011",1
"59013","T196","A012",3
"59014","T196","A013",0
"59015","T196","A016",4
"59016","T196","A017",4
"59017","T196","A019",2
"59018","T196","A021",3
"59019","T196","A022",4
"59020","T196","A024",4
"59021","T196","A029",4
"59022","T196","A030",2
"59023","T196","A031",1
"59024","T196","A032",0
"59025","T196","A033",3
"59026","T196","A034",1
"59027","T196","A037",2
"59028","T196","A039",4
"59029","T196","A040",0
"59030","T196","A041",4
"59031","T196","A043",2
"59032","T196","A044",3
"59033","T196","A045",1
"59034","T196","A046",2
"59035","T196","A050",0
"59036","T196","A051",3
"59037","T196","A054",0
"59038","T196","A057",2
"59039","T196","A060",2
"59040","T196","A062",3
"59041","T196","A064",0
"59042","T196","A065",0
"59043","T196","A066",4
"59044","T196","A067",4
"59045","T196","A069",0
"59046","T196","A071",4
"59047","T196","A072",0
"59048","T196","A074",4
"59049","T196","A075",0
"59050","T196","A086",4
"59051","T196","A087",3
"59052","T196","A089",1
"59053","T196","A094",0
"59054","T196","A097",4
"59055","T196","A099",1
"59056","T196","A101",4
"59057","T196","A105",0
"59058","T196","A107",0
"59059","T196","A108",3
"59060","T196","A110",0
"59061","T196","A111",3
"59062","T196","A115",1
"59063","T196","A116",2
"59064","T196","A118",1
"59065","T196","A119",0
"59066","T196","A122",1
"59067","T196","A124",2
"59068","T196","A126",3
"59069","T196","A127",3
"59070","T196","A133",3
"59071","T196","A134",1
"59072","T196","A135",2
"59073","T196","A144",3
"59074","T196","A146",0
"59075","T196","A147",1
"59076","T196","A154",3
"59077","T196","A155",0
"59078","T196","A157",0
"59079","T196","A158",4
"59080","T196","A159",4
"59081","T196","A162",2
"59082","T196","A168",4
"59083","T196","A172",4
"59084","T196","A175",4
"59085","T196","A180",1
"59086","T196","A181",3
"59087","T196","A185",0
"59088","T196","A188",2
"59089","T196","A191",1
"59090","T196","A194",4
"59091","T196","A195",0
"59092","T196","A196",2
"59093","T196","A197",3
"59094","T196","A199",3
"59095","T196","A200",0
"59096","T196","A201",3
"59097","T196","A204",2
"59098","T196","A206",2
"59099","T196","A207",1
"59100","T196","A215",1
"59101","T196","A216",3
"59102","T196","A221",4
"59103","T196","A225",0
"59104","T196","A237",1
"59105","T196","A238",0
"59106","T196","A239",1
"59107","T196","A242",2
"59108","T196","A244",4
"59109","T196","A245",1
"59110","T196","A250",1
"59111","T196","A251",4
"59112","T196","A253",4
"59113","T196","A254",4
"59114","T196","A257",0
"59115","T196","A261",4
"59116","T196","A262",4
"59117","T196","A265",3
"59118","T196","A269",2
"59119","T196","A271",2
"59120","T196","A273",3
"59121","T196","A274",1
"59122","T196","A277",1
"59123","T196","A280",2
"59124","T196","A281",0
"59125","T196","A284",3
"59126","T196","A287",3
"59127","T196","A297",4
"59128","T196","A298",4
"59129","T196","A303",3
"59130","T196","A305",2
"59131","T196","A306",3
"59132","T196","A307",4
"59133","T196","A308",0
"59134","T196","A309",2
"59135","T196","A310",3
"59136","T196","A314",4
"59137","T196","A319",1
"59138","T196","A320",2
"59139","T196","A324",1
"59140","T196","A325",3
"59141","T196","A326",4
"59142","T196","A327",0
"59143","T196","A329",3
"59144","T196","A330",1
"59145","T196","A331",2
"59146","T196","A333",2
"59147","T196","A334",4
"59148","T196","A340",3
"59149","T196","A343",2
"59150","T196","A349",4
"59151","T196","A355",0
"59152","T196","A358",4
"59153","T196","A360",2
"59154","T196","A361",3
"59155","T196","A363",0
"59156","T196","A365",3
"59157","T196","A366",0
"59158","T196","A367",0
"59159","T196","A369",2
"59160","T196","A370",0
"59161","T196","A371",1
"59162","T196","A376",3
"59163","T196","A377",3
"59164","T196","A379",4
"59165","T196","A381",4
"59166","T196","A383",4
"59167","T196","A384",0
"59168","T196","A387",2
"59169","T196","A389",0
"59170","T196","A390",3
"59171","T196","A391",3
"59172","T196","A392",2
"59173","T196","A394",2
"59174","T196","A397",3
"59175","T196","A400",4
"59176","T196","A408",4
"59177","T196","A411",0
"59178","T196","A414",1
"59179","T196","A415",3
"59180","T196","A419",0
"59181","T196","A424",3
"59182","T196","A429",2
"59183","T196","A430",2
"59184","T196","A431",0
"59185","T196","A432",4
"59186","T196","A434",3
"59187","T196","A437",4
"59188","T196","A439",0
"59189","T196","A442",2
"59190","T196","A443",2
"59191","T196","A444",1
"59192","T196","A450",3
"59193","T196","A460",4
"59194","T196","A464",3
"59195","T196","A468",1
"59196","T196","A473",2
"59197","T196","A478",1
"59198","T196","A481",1
"59199","T196","A483",4
"59200","T196","A485",3
"59201","T196","A487",0
"59202","T196","A488",3
"59203","T196","A489",3
"59204","T196","A491",1
"59205","T196","A494",4
"59206","T196","A495",1
"59207","T196","A496",0
"59208","T196","A501",0
"59209","T196","A504",0
"59210","T196","A505",2
"59211","T196","A506",3
"59212","T196","A509",3
"59213","T196","A517",0
"59214","T196","A518",1
"59215","T196","A520",0
"59216","T196","A525",0
"59217","T196","A528",3
"59218","T196","A529",1
"59219","T196","A530",3
"59220","T196","A538",3
"59221","T196","A540",4
"59222","T196","A542",2
"59223","T196","A548",0
"59224","T196","A550",3
"59225","T196","A552",3
"59226","T196","A553",0
"59227","T196","A564",2
"59228","T196","A573",1
"59229","T196","A574",4
"59230","T196","A581",2
"59231","T196","A586",2
"59232","T196","A591",1
"59233","T196","A594",4
"59234","T196","A595",1
"59235","T196","A599",2
"59236","T196","A606",1
"59237","T196","A609",0
"59238","T196","A610",1
"59239","T196","A613",3
"59240","T196","A614",1
"59241","T196","A616",4
"59242","T196","A618",2
"59243","T196","A621",0
"59244","T196","A625",2
"59245","T196","A627",0
"59246","T196","A628",3
"59247","T196","A631",3
"59248","T196","A632",4
"59249","T196","A634",1
"59250","T196","A635",4
"59251","T196","A636",1
"59252","T196","A637",1
"59253","T196","A638",0
"59254","T196","A641",1
"59255","T196","A643",2
"59256","T196","A648",3
"59257","T196","A649",2
"59258","T196","A653",2
"59259","T196","A658",1
"59260","T196","A659",2
"59261","T196","A660",4
"59262","T196","A664",2
"59263","T196","A665",4
"59264","T196","A666",2
"59265","T196","A668",2
"59266","T196","A670",4
"59267","T196","A673",0
"59268","T196","A674",0
"59269","T196","A676",1
"59270","T196","A679",2
"59271","T196","A683",4
"59272","T196","A687",1
"59273","T196","A688",4
"59274","T196","A690",0
"59275","T196","A696",3
"59276","T196","A697",2
"59277","T196","A698",3
"59278","T196","A700",1
"59279","T196","A701",1
"59280","T196","A702",3
"59281","T196","A706",2
"59282","T196","A708",2
"59283","T196","A709",1
"59284","T196","A715",4
"59285","T196","A716",2
"59286","T196","A718",1
"59287","T196","A722",2
"59288","T196","A723",1
"59289","T196","A724",1
"59290","T196","A733",2
"59291","T196","A735",1
"59292","T196","A736",0
"59293","T196","A738",3
"59294","T196","A740",4
"59295","T196","A746",2
"59296","T196","A747",4
"59297","T196","A752",1
"59298","T196","A753",2
"59299","T196","A755",1
"59300","T196","A766",0
"59301","T196","A771",0
"59302","T196","A772",4
"59303","T196","A775",4
"59304","T196","A779",1
"59305","T196","A784",0
"59306","T196","A786",1
"59307","T196","A788",0
"59308","T196","A789",0
"59309","T196","A792",3
"59310","T196","A794",1
"59311","T196","A795",1
"59312","T196","A797",0
"59313","T196","A798",0
"59314","T197","A004",1
"59315","T197","A005",1
"59316","T197","A006",4
"59317","T197","A007",2
"59318","T197","A008",1
"59319","T197","A011",0
"59320","T197","A012",4
"59321","T197","A013",0
"59322","T197","A016",2
"59323","T197","A017",1
"59324","T197","A019",2
"59325","T197","A021",4
"59326","T197","A022",3
"59327","T197","A024",4
"59328","T197","A029",0
"59329","T197","A030",4
"59330","T197","A031",3
"59331","T197","A032",1
"59332","T197","A033",3
"59333","T197","A034",1
"59334","T197","A037",1
"59335","T197","A039",2
"59336","T197","A040",3
"59337","T197","A041",0
"59338","T197","A043",4
"59339","T197","A044",0
"59340","T197","A045",1
"59341","T197","A046",1
"59342","T197","A050",3
"59343","T197","A051",1
"59344","T197","A054",2
"59345","T197","A057",2
"59346","T197","A060",2
"59347","T197","A062",1
"59348","T197","A064",0
"59349","T197","A065",3
"59350","T197","A066",1
"59351","T197","A067",0
"59352","T197","A069",1
"59353","T197","A071",1
"59354","T197","A072",0
"59355","T197","A074",2
"59356","T197","A075",3
"59357","T197","A086",3
"59358","T197","A087",0
"59359","T197","A089",2
"59360","T197","A094",0
"59361","T197","A097",1
"59362","T197","A099",2
"59363","T197","A101",4
"59364","T197","A105",4
"59365","T197","A107",3
"59366","T197","A108",2
"59367","T197","A110",2
"59368","T197","A111",3
"59369","T197","A115",0
"59370","T197","A116",2
"59371","T197","A118",0
"59372","T197","A119",4
"59373","T197","A122",2
"59374","T197","A124",4
"59375","T197","A126",0
"59376","T197","A127",0
"59377","T197","A133",0
"59378","T197","A134",3
"59379","T197","A135",4
"59380","T197","A144",4
"59381","T197","A146",2
"59382","T197","A147",2
"59383","T197","A148",3
"59384","T197","A154",3
"59385","T197","A155",0
"59386","T197","A157",2
"59387","T197","A158",2
"59388","T197","A159",3
"59389","T197","A162",1
"59390","T197","A168",4
"59391","T197","A172",0
"59392","T197","A175",3
"59393","T197","A180",4
"59394","T197","A181",1
"59395","T197","A185",2
"59396","T197","A188",3
"59397","T197","A191",1
"59398","T197","A194",2
"59399","T197","A195",1
"59400","T197","A196",2
"59401","T197","A197",4
"59402","T197","A199",1
"59403","T197","A200",4
"59404","T197","A201",0
"59405","T197","A204",4
"59406","T197","A206",2
"59407","T197","A207",2
"59408","T197","A215",4
"59409","T197","A216",2
"59410","T197","A217",4
"59411","T197","A221",4
"59412","T197","A225",3
"59413","T197","A237",3
"59414","T197","A238",2
"59415","T197","A239",2
"59416","T197","A242",0
"59417","T197","A244",4
"59418","T197","A245",1
"59419","T197","A250",4
"59420","T197","A251",3
"59421","T197","A253",0
"59422","T197","A254",4
"59423","T197","A257",3
"59424","T197","A261",0
"59425","T197","A262",0
"59426","T197","A265",0
"59427","T197","A269",0
"59428","T197","A271",4
"59429","T197","A273",4
"59430","T197","A274",2
"59431","T197","A277",0
"59432","T197","A280",0
"59433","T197","A281",0
"59434","T197","A284",2
"59435","T197","A287",0
"59436","T197","A297",0
"59437","T197","A298",4
"59438","T197","A303",1
"59439","T197","A304",1
"59440","T197","A305",4
"59441","T197","A306",3
"59442","T197","A307",4
"59443","T197","A308",0
"59444","T197","A309",3
"59445","T197","A310",3
"59446","T197","A314",3
"59447","T197","A319",1
"59448","T197","A320",1
"59449","T197","A324",2
"59450","T197","A325",1
"59451","T197","A326",2
"59452","T197","A327",4
"59453","T197","A329",1
"59454","T197","A330",0
"59455","T197","A331",1
"59456","T197","A333",4
"59457","T197","A334",3
"59458","T197","A340",0
"59459","T197","A343",4
"59460","T197","A349",1
"59461","T197","A355",3
"59462","T197","A358",1
"59463","T197","A360",0
"59464","T197","A361",4
"59465","T197","A363",2
"59466","T197","A365",3
"59467","T197","A366",4
"59468","T197","A367",0
"59469","T197","A369",1
"59470","T197","A370",4
"59471","T197","A376",2
"59472","T197","A377",3
"59473","T197","A379",0
"59474","T197","A381",1
"59475","T197","A383",1
"59476","T197","A384",2
"59477","T197","A387",2
"59478","T197","A389",0
"59479","T197","A390",3
"59480","T197","A391",4
"59481","T197","A392",4
"59482","T197","A394",2
"59483","T197","A397",4
"59484","T197","A400",3
"59485","T197","A408",2
"59486","T197","A411",1
"59487","T197","A414",1
"59488","T197","A415",1
"59489","T197","A419",3
"59490","T197","A424",3
"59491","T197","A429",1
"59492","T197","A430",4
"59493","T197","A431",2
"59494","T197","A432",0
"59495","T197","A434",0
"59496","T197","A437",3
"59497","T197","A439",0
"59498","T197","A442",3
"59499","T197","A443",1
"59500","T197","A444",3
"59501","T197","A450",0
"59502","T197","A460",2
"59503","T197","A464",0
"59504","T197","A468",4
"59505","T197","A473",0
"59506","T197","A478",2
"59507","T197","A481",1
"59508","T197","A483",0
"59509","T197","A485",1
"59510","T197","A487",1
"59511","T197","A488",0
"59512","T197","A489",3
"59513","T197","A491",2
"59514","T197","A494",3
"59515","T197","A495",0
"59516","T197","A496",2
"59517","T197","A501",2
"59518","T197","A504",0
"59519","T197","A505",3
"59520","T197","A506",3
"59521","T197","A509",4
"59522","T197","A517",4
"59523","T197","A518",3
"59524","T197","A520",4
"59525","T197","A525",3
"59526","T197","A529",2
"59527","T197","A530",3
"59528","T197","A538",3
"59529","T197","A540",4
"59530","T197","A542",1
"59531","T197","A548",3
"59532","T197","A550",2
"59533","T197","A552",3
"59534","T197","A553",1
"59535","T197","A564",3
"59536","T197","A573",1
"59537","T197","A574",0
"59538","T197","A581",2
"59539","T197","A586",2
"59540","T197","A591",1
"59541","T197","A594",1
"59542","T197","A595",4
"59543","T197","A599",2
"59544","T197","A606",2
"59545","T197","A609",3
"59546","T197","A610",2
"59547","T197","A613",3
"59548","T197","A614",1
"59549","T197","A616",4
"59550","T197","A618",3
"59551","T197","A625",0
"59552","T197","A627",1
"59553","T197","A628",2
"59554","T197","A631",0
"59555","T197","A632",4
"59556","T197","A634",4
"59557","T197","A635",0
"59558","T197","A636",2
"59559","T197","A637",2
"59560","T197","A638",2
"59561","T197","A641",2
"59562","T197","A643",3
"59563","T197","A648",3
"59564","T197","A649",4
"59565","T197","A653",4
"59566","T197","A658",3
"59567","T197","A659",1
"59568","T197","A660",0
"59569","T197","A664",1
"59570","T197","A665",4
"59571","T197","A666",4
"59572","T197","A668",1
"59573","T197","A670",1
"59574","T197","A673",0
"59575","T197","A674",0
"59576","T197","A676",4
"59577","T197","A679",3
"59578","T197","A683",0
"59579","T197","A687",4
"59580","T197","A688",4
"59581","T197","A690",1
"59582","T197","A696",1
"59583","T197","A697",0
"59584","T197","A698",4
"59585","T197","A700",0
"59586","T197","A701",4
"59587","T197","A702",1
"59588","T197","A706",3
"59589","T197","A708",1
"59590","T197","A709",4
"59591","T197","A715",2
"59592","T197","A716",0
"59593","T197","A718",0
"59594","T197","A722",3
"59595","T197","A723",0
"59596","T197","A724",3
"59597","T197","A730",4
"59598","T197","A733",3
"59599","T197","A735",2
"59600","T197","A736",1
"59601","T197","A738",2
"59602","T197","A740",2
"59603","T197","A746",3
"59604","T197","A747",4
"59605","T197","A752",3
"59606","T197","A753",4
"59607","T197","A755",3
"59608","T197","A766",2
"59609","T197","A771",0
"59610","T197","A772",3
"59611","T197","A775",2
"59612","T197","A779",4
"59613","T197","A784",1
"59614","T197","A786",1
"59615","T197","A788",1
"59616","T197","A789",1
"59617","T197","A791",4
"59618","T197","A792",2
"59619","T197","A794",2
"59620","T197","A795",0
"59621","T197","A798",0
"59622","T198","A004",1
"59623","T198","A005",2
"59624","T198","A006",2
"59625","T198","A007",2
"59626","T198","A008",3
"59627","T198","A012",4
"59628","T198","A013",4
"59629","T198","A016",2
"59630","T198","A017",1
"59631","T198","A019",4
"59632","T198","A021",1
"59633","T198","A022",1
"59634","T198","A024",4
"59635","T198","A029",0
"59636","T198","A030",4
"59637","T198","A031",1
"59638","T198","A032",4
"59639","T198","A033",0
"59640","T198","A034",4
"59641","T198","A037",1
"59642","T198","A039",0
"59643","T198","A040",4
"59644","T198","A041",3
"59645","T198","A043",3
"59646","T198","A044",0
"59647","T198","A045",1
"59648","T198","A046",3
"59649","T198","A050",1
"59650","T198","A051",3
"59651","T198","A052",2
"59652","T198","A054",3
"59653","T198","A060",3
"59654","T198","A062",4
"59655","T198","A065",2
"59656","T198","A066",4
"59657","T198","A067",3
"59658","T198","A069",2
"59659","T198","A071",1
"59660","T198","A072",3
"59661","T198","A074",1
"59662","T198","A075",1
"59663","T198","A086",4
"59664","T198","A087",2
"59665","T198","A089",0
"59666","T198","A094",1
"59667","T198","A097",1
"59668","T198","A099",2
"59669","T198","A101",2
"59670","T198","A105",0
"59671","T198","A107",4
"59672","T198","A108",0
"59673","T198","A110",1
"59674","T198","A111",2
"59675","T198","A115",2
"59676","T198","A116",4
"59677","T198","A118",3
"59678","T198","A119",0
"59679","T198","A122",4
"59680","T198","A124",3
"59681","T198","A126",1
"59682","T198","A127",1
"59683","T198","A133",1
"59684","T198","A135",2
"59685","T198","A141",1
"59686","T198","A144",0
"59687","T198","A146",0
"59688","T198","A147",0
"59689","T198","A154",2
"59690","T198","A155",3
"59691","T198","A157",4
"59692","T198","A158",3
"59693","T198","A159",2
"59694","T198","A162",0
"59695","T198","A168",2
"59696","T198","A172",3
"59697","T198","A175",4
"59698","T198","A180",0
"59699","T198","A181",2
"59700","T198","A185",2
"59701","T198","A188",0
"59702","T198","A191",3
"59703","T198","A194",1
"59704","T198","A195",1
"59705","T198","A196",3
"59706","T198","A197",4
"59707","T198","A199",1
"59708","T198","A200",1
"59709","T198","A201",2
"59710","T198","A204",1
"59711","T198","A206",3
"59712","T198","A207",4
"59713","T198","A215",0
"59714","T198","A216",0
"59715","T198","A217",2
"59716","T198","A221",0
"59717","T198","A225",0
"59718","T198","A237",2
"59719","T198","A238",0
"59720","T198","A239",4
"59721","T198","A242",1
"59722","T198","A244",2
"59723","T198","A245",4
"59724","T198","A250",2
"59725","T198","A251",1
"59726","T198","A253",3
"59727","T198","A254",4
"59728","T198","A257",3
"59729","T198","A261",3
"59730","T198","A262",0
"59731","T198","A265",1
"59732","T198","A269",2
"59733","T198","A271",2
"59734","T198","A273",1
"59735","T198","A274",0
"59736","T198","A277",1
"59737","T198","A280",2
"59738","T198","A281",1
"59739","T198","A284",3
"59740","T198","A287",1
"59741","T198","A297",0
"59742","T198","A298",1
"59743","T198","A303",2
"59744","T198","A305",4
"59745","T198","A306",2
"59746","T198","A307",2
"59747","T198","A308",4
"59748","T198","A309",0
"59749","T198","A310",1
"59750","T198","A314",3
"59751","T198","A319",4
"59752","T198","A320",4
"59753","T198","A324",2
"59754","T198","A325",3
"59755","T198","A326",0
"59756","T198","A327",2
"59757","T198","A329",1
"59758","T198","A330",4
"59759","T198","A331",3
"59760","T198","A333",1
"59761","T198","A334",0
"59762","T198","A340",1
"59763","T198","A343",0
"59764","T198","A349",2
"59765","T198","A355",3
"59766","T198","A358",4
"59767","T198","A360",1
"59768","T198","A361",2
"59769","T198","A363",4
"59770","T198","A365",3
"59771","T198","A366",4
"59772","T198","A367",0
"59773","T198","A369",0
"59774","T198","A370",1
"59775","T198","A376",4
"59776","T198","A377",2
"59777","T198","A379",4
"59778","T198","A381",1
"59779","T198","A383",0
"59780","T198","A384",1
"59781","T198","A387",2
"59782","T198","A389",3
"59783","T198","A390",4
"59784","T198","A391",2
"59785","T198","A392",3
"59786","T198","A394",2
"59787","T198","A397",3
"59788","T198","A400",2
"59789","T198","A408",3
"59790","T198","A411",1
"59791","T198","A414",0
"59792","T198","A415",0
"59793","T198","A419",2
